"","X.1","X","Unique.IDs","Rank","Anime.Title","English.Title","Synonyms","Score","Scored.by","Type","Source","Episode.Count","Status","Aired.from","Aired.to","Airing.Duration..in.weeks.","Season","Release.Year","Broadcast.Day","Broadcast.JST","Producers","Licensors","Studio","Genre","Theme","Demographic","Duration.per.Episode","Rating","Popularity.Rank","Members","Favorites","Recommended.Votes","Reviews.received","Anime.URLs","Image.URLs","Percent.red","Percent.blue","Percent.green","Percent.white","Percent.black"
"892",892,892,56523,892,"Tunshi Xingkong 3rd Season","Swallowed Star 3rd Season",NA,7.83,265,"ONA","Novel",33,"Finished Airing","2022-09-14","2023-04-26",32,NA,NA,NA,NA,"Tencent Animation & Comics, Tencent Penguin Pictures",NA,"Sparkly Key Animation Studio","Action",NA,NA,"21 min","PG-13 - Teens 13 or older",15501,492,4,0,0,"https://myanimelist.net/anime/56523/Tunshi_Xingkong_3rd_Season","https://cdn.myanimelist.net/r/50x70/images/anime/1250/138217.jpg?s=5a6530ce530079db7ab4d28cf915861d",0.298219678244421,0.30229199802261,0.399488323732969,0.863714285714286,0.136285714285714
"893",893,893,29830,893,"Tamayura: Sotsugyou Shashin Part 3 - Akogare",NA,"Tamayura Kanketsu-hen Movie 3",7.82,3151,"Movie","Original",1,"Finished Airing","2015-11-28",NA,NA,NA,NA,NA,NA,"Shochiku, flying DOG",NA,"TYO Animations",NA,"CGDCT, Iyashikei",NA,"51 min","G - All Ages",6251,9692,12,0,0,"https://myanimelist.net/anime/29830/Tamayura__Sotsugyou_Shashin_Part_3_-_Akogare","https://cdn.myanimelist.net/r/50x70/images/anime/10/76022.jpg?s=01e9ce9367acb5b3f8a0bd8f6ad9a885",0.492304223087455,0.320487225586327,0.187208551326217,0.516857142857143,0.483142857142857
"894",894,894,12445,894,"Tasogare Otome x Amnesia","Dusk Maiden of Amnesia","Tasogare Otome x Amnesia",7.82,179323,"TV","Manga",12,"Finished Airing","2012-04-09","2012-06-25",11,"Spring",2012,"Unknown",NA,"Square Enix, Media Factory","Sentai Filmworks","SILVER LINK.","Horror",NA,"Shounen","23 min","R - 17+ (violence & profanity)",552,394531,4511,125,151,"https://myanimelist.net/anime/12445/Tasogare_Otome_x_Amnesia","https://cdn.myanimelist.net/r/50x70/images/anime/12/64435.jpg?s=08f8249028b93b75ec29f1e5a44ab88c",0.461961436629029,0.270399398559593,0.267639164811378,0.341714285714286,0.658285714285714
"895",895,895,6582,895,"Tentai Senshi Sunred 2nd Season",NA,"Astro Fighter Sunred 2",7.82,3551,"TV","Manga",26,"Finished Airing","2009-10-03","2010-03-27",25,"Fall",2009,"Unknown",NA,"flying DOG",NA,"AIC ASTA",NA,"Gag Humor, Parody, Super Power","Seinen","13 min","PG-13 - Teens 13 or older",6790,7950,27,0,0,"https://myanimelist.net/anime/6582/Tentai_Senshi_Sunred_2nd_Season","https://cdn.myanimelist.net/r/50x70/images/anime/7/15051.jpg?s=da42948ea10525a345df8ab35372db5a",0.359185363016344,0.303492037170337,0.337322599813319,0.820857142857143,0.179142857142857
"896",896,896,42640,896,"Wan Sheng Jie 2","All Saints Street 2",NA,7.82,6108,"ONA","Web manga",12,"Finished Airing","2020-10-14","2020-12-16",9,NA,NA,NA,NA,"Tencent Penguin Pictures",NA,"Fenz, HMCH","Comedy",NA,NA,"4 min","PG-13 - Teens 13 or older",5839,11423,58,4,4,"https://myanimelist.net/anime/42640/Wan_Sheng_Jie_2","https://cdn.myanimelist.net/r/50x70/images/anime/1040/112897.jpg?s=9361fee645f2f0c840b761e9dc12d70f",0.348173904069255,0.347323992399362,0.304502103531383,0.853714285714286,0.146285714285714
"897",897,897,10521,897,"Working'!!","Wagnaria!!2","Working!! 2",7.82,149943,"TV","4-koma manga",13,"Finished Airing","2011-10-01","2011-12-24",12,"Fall",2011,"Unknown",NA,"Aniplex, Yomiuri Telecasting, Rakuonsha","NIS America, Inc.","A-1 Pictures",NA,"Romantic Subtext, Workplace","Seinen","24 min","PG-13 - Teens 13 or older",883,260484,458,21,25,"https://myanimelist.net/anime/10521/Working","https://cdn.myanimelist.net/r/50x70/images/anime/3/75263.jpg?s=9d6d204e54b7a7ec2c6183478a722917",0.364716836593912,0.333806905204444,0.301476258201644,0.932285714285714,0.0677142857142857
"898",898,898,41923,898,"Yi Nian Yong Heng","A Will Eternal",NA,7.82,4116,"ONA","Novel",52,"Finished Airing","2020-08-12","2021-07-21",49,NA,NA,NA,NA,"Tencent Penguin Pictures",NA,"B.CMAY PICTURES","Action","Historical, Martial Arts",NA,"19 min","PG-13 - Teens 13 or older",5153,15588,163,9,13,"https://myanimelist.net/anime/41923/Yi_Nian_Yong_Heng","https://cdn.myanimelist.net/r/50x70/images/anime/1712/108161.jpg?s=16275c40cb01026ad7a012fbc45d6c12",0.311843477107955,0.335435361686484,0.352721161205562,0.801142857142857,0.198857142857143
"899",899,899,12403,899,"Yuru Yuri♪♪","YuruYuri: Happy Go Lily âªâª","Yuru Yuri S2",7.82,100753,"TV","Manga",12,"Finished Airing","2012-07-03","2012-09-18",11,"Summer",2012,"Unknown",NA,"Sotsu, Pony Canyon, DAX Production","NIS America, Inc.","Doga Kobo","Comedy","CGDCT, Gag Humor, School",NA,"23 min","PG-13 - Teens 13 or older",1241,182717,950,25,28,"https://myanimelist.net/anime/12403/Yuru_Yuri♪♪","https://cdn.myanimelist.net/r/50x70/images/anime/8/75174.jpg?s=4bf13a7f7c3ada3fc4b13601a73f9e0d",0.304214831157518,0.34061436626047,0.355170802582012,0.998,0.002
"900",900,900,28725,900,"Kokoro ga Sakebitagatterunda.","The Anthem of the Heart","Kokosake",7.82,155190,"Movie","Original",1,"Finished Airing","2015-09-19",NA,NA,NA,NA,NA,NA,"Aniplex, Dentsu, Fuji TV, Lawson HMV Entertainment, Shogakukan","Aniplex of America","A-1 Pictures","Drama","Performing Arts, School",NA,"1 hr 59 min","PG-13 - Teens 13 or older",700,324284,1929,84,105,"https://myanimelist.net/anime/28725/Kokoro_ga_Sakebitagatterunda","https://cdn.myanimelist.net/r/50x70/images/anime/1245/112628.jpg?s=6656d7f39197a238ccad9d3d03a482f8",0.278411216781644,0.333762713273644,0.387826069944712,0.880571428571429,0.119428571428571
"901",901,901,1376,901,"Ojamajo Doremi Na-i-sho",NA,"Ojamajo Doremi Naisho",7.82,4629,"OVA","Original",13,"Finished Airing","2004-06-26","2004-12-11",24,NA,NA,NA,NA,"None found, add some",NA,"Toei Animation","Comedy",NA,NA,"25 min","G - All Ages",6044,10472,98,3,3,"https://myanimelist.net/anime/1376/Ojamajo_Doremi_Na-i-sho","https://cdn.myanimelist.net/r/50x70/images/anime/1986/99238.jpg?s=5bfe17a0d14fc4c06590dc29ac7b58d3",0.377922583640706,0.328738763482361,0.293338652876933,0.984857142857143,0.0151428571428571
"902",902,902,4163,902,"Seto no Hanayome OVA","My Bride is a Mermaid OVA","Seto no Hanayome Jin, Seto no Hanayome Gi",7.82,28007,"OVA","Manga",2,"Finished Airing","2008-11-03","2009-01-05",9,NA,NA,NA,NA,"None found, add some",NA,"Gonzo, AIC","Comedy","Parody, School","Shounen","29 min","PG-13 - Teens 13 or older",2901,52702,30,6,8,"https://myanimelist.net/anime/4163/Seto_no_Hanayome_OVA","https://cdn.myanimelist.net/r/50x70/images/anime/6/22426.jpg?s=eba2392ddc36627df0cc04735aba46a6",0.352484819495152,0.328440107969433,0.319075072535415,0.951142857142857,0.0488571428571428
"903",903,903,39575,903,"Somali to Mori no Kamisama","Somali and the Forest Spirit",NA,7.82,114564,"TV","Web manga",12,"Finished Airing","2020-01-10","2020-03-27",11,"Winter",2020,"Friday","00:30","Movic, Crunchyroll, North Stars Pictures, JY Animation, CA-Cygames Anime Fund, Mixer",NA,"Satelight, HORNETS","Adventure",NA,NA,"23 min","PG-13 - Teens 13 or older",821,281726,1632,56,68,"https://myanimelist.net/anime/39575/Somali_to_Mori_no_Kamisama","https://cdn.myanimelist.net/r/50x70/images/anime/1938/102796.jpg?s=7704908b74d29e2631ca5dcaf140aa8f",0.299463997683163,0.330467593837896,0.370068408478941,0.702571428571429,0.297428571428571
"904",904,904,31478,904,"Bungou Stray Dogs","Bungo Stray Dogs","Literary Stray Dogs, BSD",7.82,677533,"TV","Manga",12,"Finished Airing","2016-04-07","2016-06-23",11,"Spring",2016,"Thurday","01:05","Lantis, Movic, KlockWorx, Bandai Namco Live Creative, Glovision, Lawson HMV Entertainment, Sony PCL, Kadokawa","Funimation, Crunchyroll","Bones","Action","Adult Cast, Organized Crime, Super Power","Seinen","23 min","R - 17+ (violence & profanity)",91,1338324,26253,126,184,"https://myanimelist.net/anime/31478/Bungou_Stray_Dogs","https://cdn.myanimelist.net/r/50x70/images/anime/3/79409.jpg?s=2885c50dd479ff9260ca95f5e1b786d6",0.387546060312957,0.335208796634485,0.277245143052557,0.548857142857143,0.451142857142857
"905",905,905,2035,905,"Eikoku Koi Monogatari Emma: Molders-hen","Emma: A Victorian Romance Season Two",NA,7.82,12420,"TV","Manga",12,"Finished Airing","2007-04-17","2007-07-03",11,"Spring",2007,"Unknown",NA,"None found, add some","Nozomi Entertainment","Ajia-do","Drama",NA,"Seinen","25 min","G - All Ages",4113,26686,106,13,14,"https://myanimelist.net/anime/2035/Eikoku_Koi_Monogatari_Emma__Molders-hen","https://cdn.myanimelist.net/r/50x70/images/anime/6/80118.jpg?s=ac7d280eead3ca1b5e63a12482fa4c31",0.340539412646638,0.332636472127352,0.32682411522601,0.968,0.032
"906",906,906,2623,906,"Flanders no Inu (Movie)","The Dog of Flanders",NA,7.82,5685,"Movie","Novel",1,"Finished Airing","1997-03-15",NA,NA,NA,NA,NA,NA,"Shochiku, Fuji TV, Pioneer LDC","Geneon Entertainment USA","Nippon Animation",NA,"Historical, Pets, Visual Arts",NA,"1 hr 42 min","G - All Ages",4493,21839,81,7,7,"https://myanimelist.net/anime/2623/Flanders_no_Inu_Movie","https://cdn.myanimelist.net/r/50x70/images/anime/3/75599.jpg?s=9c7e7d24166cd885eccbb0c7a4dc37ed",0.469016480267676,0.292685182330996,0.238298337401329,0.575714285714286,0.424285714285714
"907",907,907,40372,907,"Haikyuu!! (OVA)",NA,"Haikyuu!! Puppet Animation, Haikyuu!! Stop-motion Animation, Haikyuu!!: Ningyou Anime",7.82,9993,"OVA","Manga",10,"Finished Airing","2020-03-04",NA,NA,NA,NA,NA,NA,"Shueisha",NA,"None found, add some",NA,NA,"Shounen","2 min","PG-13 - Teens 13 or older",3863,30715,57,0,0,"https://myanimelist.net/anime/40372/Haikyuu_OVA","https://cdn.myanimelist.net/r/50x70/images/anime/1618/102929.jpg?s=7b63f611cfdb49bbf07009cf1bc00e31",0.365299271484187,0.333737576125069,0.300963152390743,0.530857142857143,0.469142857142857
"908",908,908,35082,908,"Hibike! Euphonium Movie 2: Todoketai Melody","Sound! Euphonium the Movie: May the Melody Reach You!","Gekijouban Hibike! Euphonium: Todoketai Melody",7.82,7632,"Movie","Novel",1,"Finished Airing","2017-09-30",NA,NA,NA,NA,NA,NA,"Lantis, Shochiku, Pony Canyon","Eleven Arts","Kyoto Animation",NA,"Music, Performing Arts, School",NA,"1 hr 55 min","PG-13 - Teens 13 or older",3949,29071,29,1,2,"https://myanimelist.net/anime/35082/Hibike_Euphonium_Movie_2__Todoketai_Melody","https://cdn.myanimelist.net/r/50x70/images/anime/5/88024.jpg?s=3e5d2b571a188b43083cab2391680f39",0.319514490443151,0.341938710702631,0.338546798854218,0.960857142857143,0.0391428571428571
"909",909,909,49220,909,"Isekai Ojisan","Uncle from Another World","Isekai Uncle, Ojisan in Another World",7.82,135294,"TV","Web manga",13,"Finished Airing","2022-07-06","2023-03-08",35,"Summer",2022,"Wedneday","22:00","Movic, AT-X, Sammy, BS11, Kadokawa Media House, Kadokawa",NA,"AtelierPontdarc","Comedy","Adult Cast, Isekai, Otaku Culture, Parody",NA,"24 min","PG-13 - Teens 13 or older",718,318247,1819,47,63,"https://myanimelist.net/anime/49220/Isekai_Ojisan","https://cdn.myanimelist.net/r/50x70/images/anime/1743/125204.jpg?s=0091909beae50163e9e9530e0f825b55",0.360175025901743,0.326739216427303,0.313085757670953,0.882857142857143,0.117142857142857
"910",910,910,40215,910,"Aggressive Retsuko (ONA) 3rd Season","Aggretsuko (ONA) 3rd Season","Aggretsuko 3rd Season",7.81,56071,"ONA","Other",10,"Finished Airing","2020-08-27",NA,NA,NA,NA,NA,NA,"Sanrio, Netflix",NA,"Fanworks",NA,"Anthropomorphic, Workplace",NA,"16 min","PG-13 - Teens 13 or older",2172,86714,253,16,19,"https://myanimelist.net/anime/40215/Aggressive_Retsuko_ONA_3rd_Season","https://cdn.myanimelist.net/r/50x70/images/anime/1049/108692.jpg?s=cd24a4124c3d58091818adf5c0038f4c",0.421928047723969,0.328885165552371,0.24918678672366,0.788285714285714,0.211714285714286
"911",911,911,1485,911,"Akachan to Boku","Baby and Me","Aka-chan to Boku",7.81,8309,"TV","Manga",35,"Finished Airing","1996-07-11","1997-03-26",36.86,"Summer",1996,"Wedneday","18:00","TV Tokyo, Youmex, Yomiuri Advertising",NA,"Pierrot","Comedy",NA,"Shoujo","25 min","G - All Ages",4442,22399,150,5,5,"https://myanimelist.net/anime/1485/Akachan_to_Boku","https://cdn.myanimelist.net/r/50x70/images/anime/2/49693.jpg?s=0895a2042105e88e834f2934eb318f54",0.352818468511516,0.331396742617647,0.315784788870838,0.939142857142857,0.0608571428571428
"912",912,912,46352,912,"Blue Period","Blue Period",NA,7.81,197652,"TV","Manga",12,"Finished Airing","2021-10-02","2021-12-18",11,"Fall",2021,"Saturday","01:25","Mainichi Broadcasting System, Kodansha, DMM pictures, Bit grooove promotion, DMM Music",NA,"Seven Arcs",NA,"School, Visual Arts","Seinen","23 min","PG-13 - Teens 13 or older",490,440960,5763,115,147,"https://myanimelist.net/anime/46352/Blue_Period","https://cdn.myanimelist.net/r/50x70/images/anime/1757/116931.jpg?s=7787062cb53338fc66dc5f4648ccf9f2",0.312608970862922,0.315090044902354,0.372300984234724,0.811714285714286,0.188285714285714
"913",913,913,9724,913,"Break Blade Movie 5: Shisen no Hate","Broken Blade 5","Breaker Blade 5, Break Blade 5: Border of Death",7.81,33272,"Movie","Manga",1,"Finished Airing","2011-01-22",NA,NA,NA,NA,NA,NA,"KlockWorx","Sentai Filmworks","Production I.G, Xebec","Action","Adult Cast, Mecha, Military","Shounen","47 min","R - 17+ (violence & profanity)",2833,55090,28,1,1,"https://myanimelist.net/anime/9724/Break_Blade_Movie_5__Shisen_no_Hate","https://cdn.myanimelist.net/r/50x70/images/anime/9/68087.jpg?s=a44f01ff388fead54f822f8487f6c859",0.290821268461611,0.333843358105966,0.375335373432423,0.62,0.38
"914",914,914,7304,914,"Detective Conan Movie 08: Time Travel of the Silver Sky",NA,"Detective Conan Movie 08: Promo Special, Detective Conan Movie 08: Magician of the Silver Sky Recap, Detective Conan Movie 08: Magician of the Silver Sky Special, Detective Conan Movie 08 Pre-Release Special, Meitantei Conan: Ginyoku no Time Travel",7.81,10433,"Special","Manga",1,"Finished Airing","2004-04-30",NA,NA,NA,NA,NA,NA,"None found, add some",NA,"TMS Entertainment","Adventure",NA,NA,"25 min","PG-13 - Teens 13 or older",4550,21260,8,0,2,"https://myanimelist.net/anime/7304/Detective_Conan_Movie_08__Time_Travel_of_the_Silver_Sky","https://cdn.myanimelist.net/r/50x70/images/anime/2/17583.jpg?s=a0b3ae5766762faf6ca545a4a6eeda83",0.399351246626414,0.29327098842909,0.307377764944497,0.554571428571429,0.445428571428571
"915",915,915,2471,915,"Doraemon (1979)","Doraemon",NA,7.81,36531,"TV","Manga",1787,"Finished Airing","1979-04-02","2005-03-18",1354.57,"Spring",1979,"Friday","19:00","TV Asahi, Asatsu DK",NA,"Shin-Ei Animation","Adventure",NA,NA,"11 min","PG - Children",2685,60848,601,8,10,"https://myanimelist.net/anime/2471/Doraemon_1979","https://cdn.myanimelist.net/r/50x70/images/anime/3/3953.jpg?s=d1ddd0c2534fa7fab4ad81f7ec15460b",0.310398993288773,0.314501297918151,0.375099708793076,0.991428571428571,0.00857142857142856
"916",916,916,40956,916,"Enen no Shouboutai: Ni no Shou","Fire Force Season 2","Enen no Shouboutai 2nd Season, Fire Force 2nd Season",7.81,386626,"TV","Manga",24,"Finished Airing","2020-07-04","2020-12-12",23,"Summer",2020,"Saturday","01:55","Mainichi Broadcasting System, Kodansha, bilibili, DMM pictures, DMM Music","Funimation","David Production","Action",NA,"Shounen","24 min","PG-13 - Teens 13 or older",250,734806,2784,41,73,"https://myanimelist.net/anime/40956/Enen_no_Shouboutai__Ni_no_Shou","https://cdn.myanimelist.net/r/50x70/images/anime/1673/107657.jpg?s=4acf01a0c3b27772cd47bc22f9ec46ef",0.36957834218362,0.32500445944648,0.3054171983699,0.724857142857143,0.275142857142857
"917",917,917,28669,917,"Go! Princess Precure","Go! Princess Pretty Cure",NA,7.81,6557,"TV","Original",50,"Finished Airing","2015-02-01","2016-01-31",52,"Winter",2015,"Sunday","08:30","None found, add some",NA,"Toei Animation","Action","Mahou Shoujo, School",NA,"24 min","G - All Ages",4939,17593,313,12,15,"https://myanimelist.net/anime/28669/Go_Princess_Precure","https://cdn.myanimelist.net/r/50x70/images/anime/10/88625.jpg?s=c1b8cdd6cdf7f497dba30e433e532d09",0.384712368149497,0.301086424065752,0.31420120778475,0.998,0.002
"918",918,918,4872,918,"Goku Sayonara Zetsubou Sensei","Goodbye Mr. Despair OAD","Sayonara Zetsubou Sensei OAD, Goodbye Mr. Despair OVA, GSZS",7.81,30441,"OVA","Manga",3,"Finished Airing","2008-10-17","2009-02-17",17.57,NA,NA,NA,NA,"None found, add some",NA,"Shaft",NA,"Gag Humor, Parody, School","Shounen","25 min","R - 17+ (violence & profanity)",2613,63806,86,1,1,"https://myanimelist.net/anime/4872/Goku_Sayonara_Zetsubou_Sensei","https://cdn.myanimelist.net/r/50x70/images/anime/10/14336.jpg?s=37a5b19efe5d25113401ddf442be4738",0.380601287740404,0.339987632764172,0.279411079495424,0.736857142857143,0.263142857142857
"919",919,919,9563,919,"Hidamari Sketch x ☆☆☆ Specials",NA,"Hidamari Sketch x âââ Tokubetsu-hen, Hidamari Sketch x Hoshi Mittsu",7.81,7366,"Special","4-koma manga",2,"Finished Airing","2010-10-23","2010-10-30",1,NA,NA,NA,NA,"Aniplex, Lantis, TBS, Movic, Houbunsha","Sentai Filmworks","Shaft",NA,"CGDCT, Iyashikei, School, Visual Arts",NA,"24 min","PG-13 - Teens 13 or older",5260,14781,10,1,1,"https://myanimelist.net/anime/9563/Hidamari_Sketch_x_☆☆☆_Specials","https://cdn.myanimelist.net/r/50x70/images/anime/3/26476.jpg?s=c0fec4e38968b136e36ce569624b9a6b",0.381466831440981,0.324162931808011,0.294370236751008,0.974285714285714,0.0257142857142857
"920",920,920,2762,920,"Igano Kabamaru",NA,"Iga no Kabamaru, Ninja Boy",7.81,4109,"TV","Manga",24,"Finished Airing","1983-10-20","1984-03-29",23,"Fall",1983,"Thurday","19:00","TOHO",NA,"Group TAC","Action",NA,"Shoujo","23 min","PG-13 - Teens 13 or older",5945,10883,133,2,3,"https://myanimelist.net/anime/2762/Igano_Kabamaru","https://cdn.myanimelist.net/r/50x70/images/anime/9/62909.jpg?s=66a4328a799236f725538f90b90edc06",0.35099518777743,0.332359678078904,0.316645134143667,0.912285714285714,0.0877142857142857
"921",921,921,253,921,"Jungle wa Itsumo Hare nochi Guu","HarÃ©+Guu","Jungle wa Itsumo Hale Nochi Guu, Hare+Guu",7.81,14142,"TV","Manga",26,"Finished Airing","2001-04-03","2001-09-25",25,"Spring",2001,"Tueday","18:00","Bandai Visual, Sotsu","Funimation, AN Entertainment","Shin-Ei Animation","Comedy","Gag Humor, School","Shounen","23 min","PG-13 - Teens 13 or older",3672,33681,411,8,9,"https://myanimelist.net/anime/253/Jungle_wa_Itsumo_Hare_nochi_Guu","https://cdn.myanimelist.net/r/50x70/images/anime/10/24555.jpg?s=77ce2528f20fb0caf216badd1ed12220",0.403333299080072,0.372198796797094,0.224467904122834,0.992,0.00800000000000001
"922",922,922,38850,922,"Star☆Twinkle Precure: Hoshi no Uta ni Omoi wo Komete",NA,NA,7.81,1449,"Movie","Original",1,"Finished Airing","2019-10-19",NA,NA,NA,NA,NA,NA,"None found, add some",NA,"Toei Animation","Action",NA,NA,"1 hr 12 min","G - All Ages",8929,3813,17,2,4,"https://myanimelist.net/anime/38850/Star☆Twinkle_Precure__Hoshi_no_Uta_ni_Omoi_wo_Komete","https://cdn.myanimelist.net/r/50x70/images/anime/1324/101596.jpg?s=e45d23b0730e728b13c3d0c4b28fd299",0.303020350334879,0.329495105615663,0.367484544049458,0.985714285714286,0.0142857142857142
"923",923,923,49893,923,"Kobayashi-san Chi no Maid Dragon S: Nippon no Omotenashi - Attend wa Dragon desu","Miss Kobayashi's Dragon Maid S: Japanese Hospitality (The Attendant is a Dragon)","Miss Kobayashi's Dragon Maid S Special",7.81,27951,"Special","Manga",1,"Finished Airing","2022-01-19",NA,NA,NA,NA,NA,NA,"None found, add some",NA,"Kyoto Animation","Fantasy",NA,NA,"23 min","PG-13 - Teens 13 or older",2469,70115,290,5,8,"https://myanimelist.net/anime/49893/Kobayashi-san_Chi_no_Maid_Dragon_S__Nippon_no_Omotenashi_-_Attend_wa_Dragon_desu","https://cdn.myanimelist.net/r/50x70/images/anime/1557/137227.jpg?s=84592a1903d7181517b1b07cd35e3938",0.375871608841716,0.339493408237585,0.284634982920699,0.924857142857143,0.0751428571428572
"924",924,924,32871,924,"Kuroko no Basket Movie 3: Winter Cup - Tobira no Mukou","Winter Cup Highlights Episode 3 â Winter Cup Highlights -Crossing the Door-","Kuroko's Basketball Movie 3: Winter Cup Highlights - Crossing the Door",7.81,15219,"Movie","Manga",1,"Finished Airing","2016-12-03",NA,NA,NA,NA,NA,NA,"None found, add some",NA,"Production I.G","Comedy",NA,"Shounen","1 hr 28 min","PG-13 - Teens 13 or older",3342,40698,36,3,3,"https://myanimelist.net/anime/32871/Kuroko_no_Basket_Movie_3__Winter_Cup_-_Tobira_no_Mukou","https://cdn.myanimelist.net/r/50x70/images/anime/7/80729.jpg?s=6618d5f11807829ae13e9ed32312897f",0.405123130128842,0.306811791410753,0.288065078460405,0.802,0.198
"925",925,925,33489,925,"Little Witch Academia (TV)","Little Witch Academia",NA,7.81,308976,"TV","Original",25,"Finished Airing","2017-01-09","2017-06-26",24,"Winter",2017,"Monday","00:00","Ultra Super Pictures, TOHO animation, Good Smile Company",NA,"Trigger","Adventure",NA,NA,"24 min","G - All Ages",321,627560,7491,153,178,"https://myanimelist.net/anime/33489/Little_Witch_Academia_TV","https://cdn.myanimelist.net/r/50x70/images/anime/13/83934.jpg?s=de76306a5e67d43ffefe96cebf20218c",0.323570053557475,0.328573198391369,0.347856748051156,0.970857142857143,0.0291428571428571
"926",926,926,40082,926,"Lupin III: The First","Lupin the 3rd: The First","Lupin Sansei: The First",7.81,16354,"Movie","Manga",1,"Finished Airing","2019-12-06",NA,NA,NA,NA,NA,NA,"TOHO, HOTZIPANG, Abe Shuuji Jimusho","GKIDS","TMS Entertainment, Marza Animation Planet","Action",NA,"Seinen","1 hr 32 min","PG-13 - Teens 13 or older",3830,31157,163,25,27,"https://myanimelist.net/anime/40082/Lupin_III__The_First","https://cdn.myanimelist.net/r/50x70/images/anime/1572/108506.jpg?s=f4879f58f97efecdc88951d3aebd497f",0.512584376677139,0.322833544563735,0.164582078759126,0.489714285714286,0.510285714285714
"927",927,927,23293,927,"Lupin the IIIrd: Jigen Daisuke no Bohyou","Lupin the Third: Jigen's Gravestone","Lupin the Third: Jigen Daisuke no Bohyou, Lupin the Third: Daisuke Jigen's Gravestone, Lupin the 3rd: Jigen's Grave Marker",7.81,13243,"Movie","Manga",1,"Finished Airing","2014-06-21",NA,NA,NA,NA,NA,NA,"TMS Entertainment, TMS Music","Discotek Media","Telecom Animation Film","Action",NA,"Seinen","51 min","R+ - Mild Nudity",3998,28394,89,8,10,"https://myanimelist.net/anime/23293/Lupin_the_IIIrd__Jigen_Daisuke_no_Bohyou","https://cdn.myanimelist.net/r/50x70/images/anime/12/69457.jpg?s=59c8a66b0997111d2e0228a139328ca2",0.325920286930265,0.33762638777481,0.336453325294925,0.646857142857143,0.353142857142857
"928",928,928,34745,928,"Mahoujin Guruguru (2017)","Magical Circle",NA,7.81,10138,"TV","Manga",24,"Finished Airing","2017-07-11","2017-12-20",23.14,"Summer",2017,"Wedneday","01:35","TV Tokyo, Square Enix, Lantis, Kadokawa Shoten, AT-X, Magic Capsule, Sony Music Communications",NA,"Production I.G","Adventure",NA,"Shounen","24 min","PG-13 - Teens 13 or older",3742,32474,246,16,17,"https://myanimelist.net/anime/34745/Mahoujin_Guruguru_2017","https://cdn.myanimelist.net/r/50x70/images/anime/1880/103168.jpg?s=1ab48059c59133977ea6add833cc19a4",0.362166259458724,0.289592835454721,0.348240905086556,0.857428571428571,0.142571428571429
"929",929,929,49784,929,"Mairimashita! Iruma-kun 3rd Season","Welcome to Demon School! Iruma-kun Season 3","Welcome to Demon School! Iruma-kun 3rd Season",7.81,68417,"TV","Manga",21,"Finished Airing","2022-10-08","2023-03-04",21,"Fall",2022,"Saturday","18:25","NHK, NHK Enterprises",NA,"Bandai Namco Pictures","Comedy","Isekai, Mythology, School","Shounen","24 min","PG-13 - Teens 13 or older",1319,172252,1201,11,21,"https://myanimelist.net/anime/49784/Mairimashita_Iruma-kun_3rd_Season","https://cdn.myanimelist.net/r/50x70/images/anime/1688/128720.jpg?s=c4cbe566c6429b360e519a2fccdfb051",0.308685863349051,0.350222133039029,0.34109200361192,0.757714285714286,0.242285714285714
"930",930,930,1729,930,"Maria-sama ga Miteru 3rd","Maria Watches Over Us 3rd","MariMite OVA, La Vierge Marie Vous Regarde, The Virgin Mary is Watching You",7.81,10232,"OVA","Light novel",5,"Finished Airing","2006-12-29","2007-07-25",29.71,NA,NA,NA,NA,"None found, add some","Nozomi Entertainment","Studio Deen","Drama",NA,"Shoujo","50 min","PG-13 - Teens 13 or older",4449,22366,91,8,8,"https://myanimelist.net/anime/1729/Maria-sama_ga_Miteru_3rd","https://cdn.myanimelist.net/r/50x70/images/anime/6/75209.jpg?s=2f4535bfc501f9dcd9cb45ea7e36aec3",0.319835271068894,0.348247884202754,0.331916844728351,0.948857142857143,0.0511428571428572
"931",931,931,50739,931,"Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken","The Angel Next Door Spoils Me Rotten",NA,7.81,136005,"TV","Light novel",12,"Finished Airing","2023-01-07","2023-03-25",11,"Winter",2023,"Saturday","22:30","Pony Canyon, Movic, TOHO animation, Tokyo MX, Good Smile Company, Pia, SB Creative",NA,"Project No.9",NA,NA,NA,"23 min","PG-13 - Teens 13 or older",865,265383,4157,72,161,"https://myanimelist.net/anime/50739/Otonari_no_Tenshi-sama_ni_Itsunomanika_Dame_Ningen_ni_Sareteita_Ken","https://cdn.myanimelist.net/r/50x70/images/anime/1240/133638.jpg?s=125cbf04d29d258bd0fb1de252fc7824",0.359081022507452,0.307083772613552,0.333835204878995,0.999142857142857,0.00085714285714289
