"Unique.IDs","Rank","Anime.Title","English.Title","Synonyms","Score","Scored.by","Type","Source","Episode.Count","Status","Aired.from","Aired.to","Airing.Duration..in.weeks.","Season","Release.Year","Broadcast.Day","Broadcast.JST","Producers","Licensors","Studio","Genre","Theme","Demographic","Duration.per.Episode","Rating","Popularity.Rank","Members","Favorites","Recommended.Votes","Reviews.received","Anime.URLs","Image.URLs"
30364,536,"Haikyuu!! Movie 2: Shousha to Haisha","Haikyuu!! the Movie: The Winner and the Loser","High Kyuu!! Movie 2, Haikyuu!! Recap 2",8.05,33299,"Movie","Manga",1,"Finished Airing",2015-09-18,NA,NA,NA,NA,NA,NA,"None found, add some",NA,"Production I.G",NA,"School, Team Sports","Shounen","1 hr 28 min","PG-13 - Teens 13 or older",2138,89365,93,2,3,"https://myanimelist.net/anime/30364/Haikyuu_Movie_2__Shousha_to_Haisha","https://cdn.myanimelist.net/r/50x70/images/anime/2/74813.jpg?s=303f8f0c2b8a7234ddb623c70110e77a"
38993,537,"Karakai Jouzu no Takagi-san 2","Teasing Master Takagi-san 2","Skilled Teaser Takagi-san 2nd Season, Karakai Jouzu no Takagi-san Second Season",8.05,175841,"TV","Manga",12,"Finished Airing",2019-07-07,2019-09-22,11,"Summer","2019","Sunday","23:30","Dentsu, TMS Entertainment, Asmik Ace, TOHO animation, Shogakukan, Sumitomo",NA,"Shin-Ei Animation",NA,"Romantic Subtext, School","Shounen","23 min","PG-13 - Teens 13 or older",707,322286,2317,40,45,"https://myanimelist.net/anime/38993/Karakai_Jouzu_no_Takagi-san_2","https://cdn.myanimelist.net/r/50x70/images/anime/1393/107033.jpg?s=89cc9663cb4ea9130f8e4516bc78967d"
31251,538,"Kidou Senshi Gundam: Tekketsu no Orphans","Mobile Suit Gundam: Iron-Blooded Orphans","G-Tekketsu",8.05,119656,"TV","Original",25,"Finished Airing",2015-10-04,2016-03-27,25,"Fall","2015","Sunday","17:00","Sotsu, Asatsu DK, Mainichi Broadcasting System","Funimation","Sunrise","Action, Drama, Sci-Fi","Mecha, Space",NA,"24 min","R - 17+ (violence & profanity)",979,235134,3179,51,63,"https://myanimelist.net/anime/31251/Kidou_Senshi_Gundam__Tekketsu_no_Orphans","https://cdn.myanimelist.net/r/50x70/images/anime/6/75879.jpg?s=333b818502490e74895dc4a7aad7f2e8"
237,539,"Koukyoushihen Eureka Seven","Eureka Seven","Psalms of Planets Eureka Seven",8.05,180670,"TV","Original",50,"Finished Airing",2005-04-17,2006-04-02,50,"Spring","2005","Sunday","07:00","Aniplex, Bandai Visual, Kadokawa Shoten, Mainichi Broadcasting System, Bandai, Ashi Productions, Sony Music Entertainment, Bandai Namco Games, Hakuhodo DY Media Partners, Bandai Channel, USEN","Funimation, Bandai Entertainment","Bones","Adventure, Drama, Romance, Sci-Fi",NA,NA,"24 min","PG-13 - Teens 13 or older",502,429979,9075,135,158,"https://myanimelist.net/anime/237/Koukyoushihen_Eureka_Seven","https://cdn.myanimelist.net/r/50x70/images/anime/12/34443.jpg?s=9ff28fd69420f96622956e03c102ff28"
41402,540,"Mairimashita! Iruma-kun 2nd Season","Welcome to Demon School! Iruma-kun Season 2","Welcome to Demon School! Iruma-kun 2nd Season",8.05,148122,"TV","Manga",21,"Finished Airing",2021-04-17,2021-09-11,21,"Spring","2021","Saturday","17:35","NHK, NHK Enterprises",NA,"Bandai Namco Pictures","Comedy, Fantasy","Isekai, Mythology, School","Shounen","24 min","PG-13 - Teens 13 or older",758,301231,2332,30,33,"https://myanimelist.net/anime/41402/Mairimashita_Iruma-kun_2nd_Season","https://cdn.myanimelist.net/r/50x70/images/anime/1527/113656.jpg?s=d48b6493a410e438c17fd8f6f838839b"
21557,541,"Omoide no Marnie","When Marnie Was There",NA,8.05,157775,"Movie","Novel",1,"Finished Airing",2014-07-19,NA,NA,NA,NA,NA,NA,"Dentsu, TOHO, Disney Platform Distribution, Nippon Television Network","GKIDS","Studio Ghibli","Drama, Mystery",NA,NA,"1 hr 42 min","G - All Ages",806,287839,2542,54,64,"https://myanimelist.net/anime/21557/Omoide_no_Marnie","https://cdn.myanimelist.net/r/50x70/images/anime/7/64293.jpg?s=a10211dc7b1994a3f0048202b9dab8f7"
1257,542,"Saint Seiya: Meiou Hades Juuni Kyuu-hen","Saint Seiya: The Hades Chapter - Sanctuary","Saint Seiya Hades, Saint Seiya: The Hades Sanctuary Chapter",8.05,34600,"OVA","Manga",13,"Finished Airing",2002-11-09,2003-07-25,36.86,NA,NA,NA,NA,"None found, add some",NA,"Toei Animation","Action, Adventure, Fantasy, Sci-Fi",NA,"Shounen","25 min","PG-13 - Teens 13 or older",2809,55925,369,8,9,"https://myanimelist.net/anime/1257/Saint_Seiya__Meiou_Hades_Juuni_Kyuu-hen","https://cdn.myanimelist.net/r/50x70/images/anime/1182/122016.jpg?s=7d266661bc4be1c91c2fcdbf42190f10"
1559,543,"Shijou Saikyou no Deshi Kenichi","KenIchi: The Mightiest Disciple","History's Strongest Disciple Kenichi",8.05,155212,"TV","Manga",50,"Finished Airing",2006-10-08,2007-09-30,51,"Fall","2006","Sunday","00:55","TV Tokyo, Tokyo Movie Shinsha, Shogakukan","Funimation, Discotek Media","TMS Entertainment","Action, Comedy","Martial Arts, School","Shounen","24 min","PG-13 - Teens 13 or older",769,296734,3531,50,61,"https://myanimelist.net/anime/1559/Shijou_Saikyou_no_Deshi_Kenichi","https://cdn.myanimelist.net/r/50x70/images/anime/9/75515.jpg?s=d4a9af608762cfbf0717515ddb226f74"
18661,544,"Kamisama Hajimemashita OVA",NA,"Kami-sama Hajimemashita OVA, Kamisama Kiss OVA",8.04,66325,"OVA","Manga",2,"Finished Airing",2013-08-20,NA,NA,NA,NA,NA,NA,"None found, add some",NA,"TMS Entertainment","Comedy, Fantasy, Romance",NA,"Shoujo","14 min","PG-13 - Teens 13 or older",1671,127336,417,1,2,"https://myanimelist.net/anime/18661/Kamisama_Hajimemashita_OVA","https://cdn.myanimelist.net/r/50x70/images/anime/6/56425.jpg?s=208ac490c48832c16fd3a313e329b7ba"
18679,545,"Kill la Kill","Kill la Kill","KLK, Dressed to Kill",8.04,930488,"TV","Original",24,"Finished Airing",2013-10-04,2014-03-28,25,"Fall","2013","Friday","02:05","Aniplex, Dentsu, Kadokawa Shoten, Mainichi Broadcasting System, Movic, Ultra Super Pictures, Lucent Pictures Entertainment","Aniplex of America","Trigger","Action, Comedy, Ecchi","School, Super Power",NA,"24 min","PG-13 - Teens 13 or older",51,1681443,37315,349,433,"https://myanimelist.net/anime/18679/Kill_la_Kill","https://cdn.myanimelist.net/r/50x70/images/anime/1464/111943.jpg?s=b350450d3d98aa57f05bb4fbdb9d5209"
1943,546,"Paprika","Paprika",NA,8.04,262184,"Movie","Novel",1,"Finished Airing",2006-11-25,NA,NA,NA,NA,NA,NA,"Sony Pictures Entertainment","Manga Entertainment","Madhouse","Avant Garde, Award Winning, Fantasy, Horror, Mystery, Sci-Fi","Adult Cast, Psychological",NA,"1 hr 30 min","R+ - Mild Nudity",405,523051,4541,86,114,"https://myanimelist.net/anime/1943/Paprika","https://cdn.myanimelist.net/r/50x70/images/anime/1929/93629.jpg?s=4327cca124fa632214290ceff6c2b997"
52865,547,"Romantic Killer","Romantic Killer",NA,8.04,95598,"ONA","Manga",12,"Finished Airing",2022-10-27,NA,NA,NA,NA,NA,NA,"Shueisha, Netflix",NA,"domerica","Comedy, Romance, Supernatural","Parody, Reverse Harem","Shounen","26 min","PG-13 - Teens 13 or older",1284,176946,2435,95,115,"https://myanimelist.net/anime/52865/Romantic_Killer","https://cdn.myanimelist.net/r/50x70/images/anime/1676/128173.jpg?s=b13fd1472599c3fbcc041aa6ad07e4f3"
37870,548,"BanG Dream! 3rd Season",NA,NA,8.04,15905,"TV","Mixed media",13,"Finished Airing",2020-01-23,2020-04-23,13,"Winter","2020","Thurday","23:00","Ultra Super Pictures, Bushiroad, Tokyo MX, Good Smile Company, HoriPro International, Cloud22","Sentai Filmworks","SANZIGEN",NA,NA,NA,"23 min","PG-13 - Teens 13 or older",3602,35257,580,11,11,"https://myanimelist.net/anime/37870/BanG_Dream_3rd_Season","https://cdn.myanimelist.net/r/50x70/images/anime/1985/104767.jpg?s=3ca4fdfd68fcece568851db0683aea33"
41781,549,"BanG Dream! Movie: Episode of Roselia - II: Song I Am.",NA,"Gekijouban Bang Dream! Episode of Roselia",8.04,3168,"Movie","Mixed media",1,"Finished Airing",2021-06-25,NA,NA,NA,NA,NA,NA,"None found, add some",NA,"SANZIGEN",NA,NA,NA,"1 hr 10 min","PG-13 - Teens 13 or older",6738,8107,62,1,1,"https://myanimelist.net/anime/41781/BanG_Dream_Movie__Episode_of_Roselia_-_II__Song_I_Am","https://cdn.myanimelist.net/r/50x70/images/anime/1246/115689.jpg?s=1803c5f69a6b96674af40100527d86a1"
2164,550,"Dennou Coil","Den-noh Coil","Cyber Coil, Coil - A Circle of Children, Denno Coil",8.04,42973,"TV","Original",26,"Finished Airing",2007-05-12,2007-12-01,29,"Spring","2007","Unknown",NA,"Bandai Visual, NHK, Tokuma Shoten","Maiden Japan","Madhouse","Adventure, Award Winning, Drama, Mystery, Sci-Fi",NA,NA,"25 min","G - All Ages",1505,144743,1635,45,52,"https://myanimelist.net/anime/2164/Dennou_Coil","https://cdn.myanimelist.net/r/50x70/images/anime/5/12844.jpg?s=613f2f1c8971c8ae279ec47a57d03e90"
51039,551,"Doupo Cangqiong: Nian Fan","Fights Break Sphere 5th Season","Battle Through The Heavens 5th Season",8.04,1577,"ONA","Novel",104,"Currently Airing",2022-07-31,2023-10-03,61.29,NA,NA,NA,NA,"Tencent Penguin Pictures, China Literature Limited, Wanda Media",NA,"Motion Magic","Action, Adventure, Fantasy",NA,NA,"24 min","PG-13 - Teens 13 or older",7766,5629,161,1,1,"https://myanimelist.net/anime/51039/Doupo_Cangqiong__Nian_Fan","https://cdn.myanimelist.net/r/50x70/images/anime/1419/126374.jpg?s=2969af9522aeca17dd6db3d7042ad410"
27821,552,"Fate/stay night: Unlimited Blade Works Prologue","Fate/stay night: Unlimited Blade Works - Prologue","Fate/stay night (2014) Episode 00",8.04,194974,"Special","Visual novel",1,"Finished Airing",2014-10-05,NA,NA,NA,NA,NA,NA,"Aniplex, Notes","Aniplex of America","ufotable","Action, Fantasy, Supernatural",NA,NA,"51 min","PG-13 - Teens 13 or older",730,313803,437,14,15,"https://myanimelist.net/anime/27821/Fate_stay_night__Unlimited_Blade_Works_Prologue","https://cdn.myanimelist.net/r/50x70/images/anime/9/67425.jpg?s=14c00022d56b6396f61e3c1813e27312"
36369,553,"Ginga Eiyuu Densetsu: Die Neue These - Seiran 1","Legend of the Galactic Heroes: The New Thesis - Stellar War Part 1","Ginga Eiyuu Densetsu: Die Neue These 2nd Season",8.04,13329,"Movie","Novel",4,"Finished Airing",2019-09-27,NA,NA,NA,NA,NA,NA,"Shochiku",NA,"Production I.G","Drama, Sci-Fi","Adult Cast, Military, Space",NA,"25 min","R - 17+ (violence & profanity)",4012,28122,64,2,3,"https://myanimelist.net/anime/36369/Ginga_Eiyuu_Densetsu__Die_Neue_These_-_Seiran_1","https://cdn.myanimelist.net/r/50x70/images/anime/1772/102667.jpg?s=10c00fe74b232cc128c1fe0bc9acfa49"
268,554,"Golden Boy","Golden Boy",NA,8.04,209176,"OVA","Manga",6,"Finished Airing",1995-10-27,1996-06-28,35,NA,NA,NA,NA,"KSS, Shueisha","ADV Films, Media Blasters, Discotek Media","APPP","Adventure, Comedy, Ecchi","Adult Cast, Gag Humor, Workplace","Seinen","28 min","R+ - Mild Nudity",573,384116,5736,98,109,"https://myanimelist.net/anime/268/Golden_Boy","https://cdn.myanimelist.net/r/50x70/images/anime/3/62867.jpg?s=1fc891d40870585d7957121152b79da1"
51318,555,"Hanma Baki: Son of Ogre 2nd Season","Baki Hanma 2nd Season","The Boy Fascinating the Fighting God 2",8.04,27925,"ONA","Manga",27,"Finished Airing",2023-07-26,2023-08-24,4.14,NA,NA,NA,NA,"None found, add some",NA,"TMS Entertainment",NA,"Combat Sports, Gore","Shounen","25 min","R - 17+ (violence & profanity)",2668,61471,344,5,11,"https://myanimelist.net/anime/51318/Hanma_Baki__Son_of_Ogre_2nd_Season","https://cdn.myanimelist.net/r/50x70/images/anime/1800/135847.jpg?s=aa569b0c909f48658e95ca1823c7bc0f"
4918,556,"xxxHOLiC Shunmuki",NA,"xxxHOLiC OVA",8.04,33437,"OVA","Manga",2,"Finished Airing",2009-02-17,2009-06-23,18,NA,NA,NA,NA,"Kodansha",NA,"Production I.G","Comedy, Drama, Mystery, Supernatural",NA,"Seinen","26 min","PG-13 - Teens 13 or older",2495,69240,102,2,2,"https://myanimelist.net/anime/4918/xxxHOLiC_Shunmuki","https://cdn.myanimelist.net/r/50x70/images/anime/12/25079.jpg?s=8bdf6415930dbaa10b0ac70dac7ae5ff"
33161,557,"Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA","My Teen Romantic Comedy SNAFU TOO! OVA","Oregairu 2 OVA, Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku: Kitto, Onnanoko wa Osatou to Spice to Suteki na Nanika de Dekiteiru",8.03,142650,"OVA","Light novel",1,"Finished Airing",2016-10-27,NA,NA,NA,NA,NA,NA,"5pb.",NA,"feel.","Comedy, Romance","Love Polygon, School",NA,"23 min","PG-13 - Teens 13 or older",952,242372,453,15,18,"https://myanimelist.net/anime/33161/Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru_Zoku_OVA","https://cdn.myanimelist.net/r/50x70/images/anime/13/84052.jpg?s=e696b4a947b316ae6bd2385092bf1fbc"
2034,558,"Lovely★Complex","Lovely Complex","Loveâ Com, Love Com",8.03,285217,"TV","Manga",24,"Finished Airing",2007-04-07,2007-09-29,25,"Spring","2007","Unknown",NA,"TBS, TAP, Sony Music Entertainment, Shueisha, Nichion","Discotek Media","Toei Animation","Comedy, Romance",NA,"Shoujo","24 min","PG-13 - Teens 13 or older",363,573500,9940,190,222,"https://myanimelist.net/anime/2034/Lovely★Complex","https://cdn.myanimelist.net/r/50x70/images/anime/11/75563.jpg?s=b1fa8caafd5a46b6f1d147d5d5fc7e33"
31149,559,"Persona 3 the Movie 4: Winter of Rebirth",NA,"Persona 3 the Movie: #4 Winter of Rebirth",8.03,34067,"Movie","Game",1,"Finished Airing",2016-01-23,NA,NA,NA,NA,NA,NA,"Aniplex, Atlus",NA,"A-1 Pictures","Action, Fantasy, Supernatural",NA,NA,"1 hr 45 min","R - 17+ (violence & profanity)",2445,71181,676,7,8,"https://myanimelist.net/anime/31149/Persona_3_the_Movie_4__Winter_of_Rebirth","https://cdn.myanimelist.net/r/50x70/images/anime/9/77828.jpg?s=9dcdf9ee58458163969e1b200fcf9aee"
25013,560,"Akatsuki no Yona","Yona of the Dawn","Yona: The girl standing in the blush of dawn",8.03,405450,"TV","Manga",24,"Finished Airing",2014-10-07,2015-03-24,24,"Fall","2014","Tueday","23:00","VAP, Hakusensha, AT-X, Delfi Sound, Marvelous AQL, Tokyo MX, Age Global Networks, Docomo Anime Store, Top-Insight International","Funimation","Pierrot","Action, Adventure, Fantasy, Romance",NA,"Shoujo","24 min","PG-13 - Teens 13 or older",204,829843,15869,259,314,"https://myanimelist.net/anime/25013/Akatsuki_no_Yona","https://cdn.myanimelist.net/r/50x70/images/anime/9/64225.jpg?s=737ae431d2d534df34adc4da74b55d32"
889,561,"Black Lagoon","Black Lagoon",NA,8.03,480357,"TV","Manga",12,"Finished Airing",2006-04-09,2006-06-25,11,"Spring","2006","Sunday","02:35","Geneon Universal Entertainment, Shogakukan","Funimation, Geneon Entertainment USA","Madhouse",NA,"Adult Cast, Organized Crime","Seinen","23 min","R - 17+ (violence & profanity)",155,977886,18202,199,228,"https://myanimelist.net/anime/889/Black_Lagoon","https://cdn.myanimelist.net/r/50x70/images/anime/1906/121592.jpg?s=84c7a5dfd8ce64bd60a80454c3cc2945"
36456,562,"Boku no Hero Academia 3rd Season","My Hero Academia Season 3",NA,8.03,1399097,"TV","Manga",25,"Finished Airing",2018-04-07,2018-09-29,25,"Spring","2018","Saturday","17:30","Dentsu, Yomiuri Telecasting, Movic, Sony Music Entertainment, TOHO animation, Shueisha","Funimation","Bones",NA,"School, Super Power","Shounen","23 min","PG-13 - Teens 13 or older",26,2121169,12696,93,128,"https://myanimelist.net/anime/36456/Boku_no_Hero_Academia_3rd_Season","https://cdn.myanimelist.net/r/50x70/images/anime/1319/92084.jpg?s=35232941f9c872fd1f5af37fa389452b"
781,563,"Detective Conan Movie 03: The Last Wizard of the Century","Case Closed Movie 3: The Last Wizard of the Century","Meitantei Conan: Seikimatsu no Majutsushi, Detective Conan Movie 3",8.03,39067,"Movie","Manga",1,"Finished Airing",1999-04-17,NA,NA,NA,NA,NA,NA,"None found, add some","Funimation","TMS Entertainment","Adventure, Comedy, Mystery",NA,"Shounen","1 hr 40 min","PG-13 - Teens 13 or older",2604,64438,77,6,7,"https://myanimelist.net/anime/781/Detective_Conan_Movie_03__The_Last_Wizard_of_the_Century","https://cdn.myanimelist.net/r/50x70/images/anime/1831/94317.jpg?s=10d6d5281a021c57a740c06923b1221d"
1363,564,"Detective Conan Movie 04: Captured in Her Eyes","Case Closed Movie 4: Captured In Her Eyes","Meitantei Conan: Hitomi no Naka no Ansatsusha, Detective Conan Movie 4",8.03,36470,"Movie","Manga",1,"Finished Airing",2000-04-22,NA,NA,NA,NA,NA,NA,"Polygram Japan","Funimation","TMS Entertainment","Adventure, Comedy, Mystery",NA,"Shounen","1 hr 40 min","PG-13 - Teens 13 or older",2687,60813,95,4,4,"https://myanimelist.net/anime/1363/Detective_Conan_Movie_04__Captured_in_Her_Eyes","https://cdn.myanimelist.net/r/50x70/images/anime/1196/94319.jpg?s=12e194ba735be838419b2e62f6cce314"
1506,565,"Detective Conan Movie 10: Requiem of the Detectives","Detective Conan: The Private Eyes' Requiem","Meitantei Conan: Tantei-tachi no Requiem",8.03,31682,"Movie","Manga",1,"Finished Airing",2006-04-15,NA,NA,NA,NA,NA,NA,"None found, add some",NA,"TMS Entertainment","Adventure, Comedy, Mystery",NA,"Shounen","1 hr 51 min","PG-13 - Teens 13 or older",2842,54754,52,2,3,"https://myanimelist.net/anime/1506/Detective_Conan_Movie_10__Requiem_of_the_Detectives","https://cdn.myanimelist.net/r/50x70/images/anime/1919/94322.jpg?s=b762a79e523c9abe60b351351eebd99d"
227,566,"FLCL","FLCL","Fooly Cooly, Furi Kuri",8.03,425260,"OVA","Original",6,"Finished Airing",2000-04-26,2001-03-16,46.29,NA,NA,NA,NA,"Starchild Records, GANSIS, King Records","Funimation","Gainax, Production I.G","Action, Avant Garde, Comedy, Sci-Fi, Suspense","Mecha, Parody, Psychological",NA,"25 min","PG-13 - Teens 13 or older",219,800378,29560,293,391,"https://myanimelist.net/anime/227/FLCL","https://cdn.myanimelist.net/r/50x70/images/anime/7/77356.jpg?s=4c740722edcf938c372197fc31aaa060"
72,567,"Full Metal Panic? Fumoffu","Full Metal Panic? Fumoffu","Full Metal Panic Fumoffu, Fullmetal Panic? Fumoffu",8.03,173096,"TV","Light novel",12,"Finished Airing",2003-08-26,2003-11-18,12,"Summer","2003","Tueday","02:28","Tatsunoko Production, Kadokawa Shoten, Fuji TV, Imagica, Rakuonsha, Kadokawa Pictures Japan, KlockWorx, Happinet Pictures, Animation Do","ADV Films, Funimation","Kyoto Animation","Action, Comedy","Gag Humor, School",NA,"24 min","PG-13 - Teens 13 or older",789,291865,2925,48,51,"https://myanimelist.net/anime/72/Full_Metal_Panic_Fumoffu","https://cdn.myanimelist.net/r/50x70/images/anime/4/75260.jpg?s=c6f4502ac7b030698905172ec9085b5e"
2004,568,"Hanada Shounen-shi",NA,"Hanada Shonen-Shi",8.03,4469,"TV","Manga",25,"Finished Airing",2002-10-02,2003-03-26,25,"Fall","2002","Unknown",NA,"VAP, Nippon Television Network",NA,"Madhouse","Comedy, Drama, Slice of Life, Supernatural",NA,"Seinen","23 min","R+ - Mild Nudity",5182,15366,152,4,4,"https://myanimelist.net/anime/2004/Hanada_Shounen-shi","https://cdn.myanimelist.net/r/50x70/images/anime/2/87319.jpg?s=fa851bcd8e891886db685d32382310ec"
4901,569,"Black Lagoon: Roberta's Blood Trail","Black Lagoon: Roberta's Blood Trail","Black Lagoon 3",8.02,166026,"OVA","Manga",5,"Finished Airing",2010-06-27,2011-06-22,51.43,NA,NA,NA,NA,"Geneon Universal Entertainment","Funimation","Madhouse",NA,"Adult Cast, Organized Crime","Seinen","33 min","R+ - Mild Nudity",796,290944,1311,37,44,"https://myanimelist.net/anime/4901/Black_Lagoon__Robertas_Blood_Trail","https://cdn.myanimelist.net/r/50x70/images/anime/8/75529.jpg?s=c8e88495ad56ad749fdb93320aea84b2"
1482,570,"D.Gray-man","D.Gray-man","D. Gray-man, D. Grey-man",8.02,282906,"TV","Manga",103,"Finished Airing",2006-10-03,2008-09-30,104,"Fall","2006","Tueday","18:00","TV Tokyo, Aniplex, Dentsu, Half H.P Studio, Sony Music Entertainment, Studio Jack","Funimation","TMS Entertainment","Action, Adventure, Fantasy","Mythology, Super Power","Shounen","23 min","PG-13 - Teens 13 or older",281,680400,13722,121,138,"https://myanimelist.net/anime/1482/DGray-man","https://cdn.myanimelist.net/r/50x70/images/anime/13/75194.jpg?s=8fdc287c0abdce3b85f2b4aa0da94525"
49701,571,"Doupo Cangqiong: San Nian Zhi Yue","Fights Break Sphere: Three Year Agreement","Battle Through the Heavens: Three Year Agreement",8.02,3145,"ONA","Novel",13,"Finished Airing",2021-10-31,2022-01-16,11,NA,NA,NA,NA,"Tencent Penguin Pictures",NA,"Motion Magic","Action, Fantasy",NA,NA,"24 min","PG-13 - Teens 13 or older",7302,6566,169,10,10,"https://myanimelist.net/anime/49701/Doupo_Cangqiong__San_Nian_Zhi_Yue","https://cdn.myanimelist.net/r/50x70/images/anime/1029/118861.jpg?s=7c7bb3a46d1e1cc7f4e8f4fbfbd16b33"
589,572,"Ginga Nagareboshi Gin","Silver Fang","Ginga: Nagareboshi Gin, Silverfang, The small hero. Birth of Gin",8.02,11335,"TV","Manga",21,"Finished Airing",1986-04-07,1986-08-22,19.57,"Spring","1986","Saturday","Unknown","TV Asahi",NA,"Toei Animation","Action, Adventure, Drama",NA,"Shounen","23 min","PG-13 - Teens 13 or older",4139,26468,829,19,21,"https://myanimelist.net/anime/589/Ginga_Nagareboshi_Gin","https://cdn.myanimelist.net/r/50x70/images/anime/3/47461.jpg?s=107d326a187dccb8e6dbb7086a49047f"
153,573,"Juuni Kokuki","The Twelve Kingdoms","12 Kingdoms, Juuni Kokki",8.02,44684,"TV","Novel",45,"Finished Airing",2002-04-09,2003-08-30,72.57,"Spring","2002","Unknown",NA,"NHK, Sogo Vision","Media Blasters, Discotek Media","Pierrot","Action, Adventure, Fantasy",NA,NA,"25 min","PG-13 - Teens 13 or older",1487,147169,2443,51,62,"https://myanimelist.net/anime/153/Juuni_Kokuki","https://cdn.myanimelist.net/r/50x70/images/anime/6/50859.jpg?s=fecae9a4099617517e5681a2bfb80904"
5681,574,"Summer Wars","Summer Wars",NA,8.02,290412,"Movie","Original",1,"Finished Airing",2009-08-01,NA,NA,NA,NA,NA,NA,"VAP, Yomiuri Telecasting, Kadokawa Shoten, Warner Bros. Japan, Nippon Television Network","Funimation","Madhouse","Award Winning, Comedy, Sci-Fi",NA,NA,"1 hr 54 min","PG-13 - Teens 13 or older",413,511878,3915,119,153,"https://myanimelist.net/anime/5681/Summer_Wars","https://cdn.myanimelist.net/r/50x70/images/anime/1593/116751.jpg?s=1b3680b1d34d389170fae471881404e1"
16049,575,"Toaru Kagaku no Railgun S","A Certain Scientific Railgun S","Toaru Kagaku no Railgun 2, Toaru Kagaku no Choudenjihou 2, A Certain Scientific Railgun 2",8.02,201184,"TV","Manga",24,"Finished Airing",2013-04-12,2013-09-27,24,"Spring","2013","Friday","23:30","Geneon Universal Entertainment, Movic, AT-X, Warner Bros. Japan, ASCII Media Works","Funimation","J.C.Staff","Action, Fantasy, Sci-Fi",NA,NA,"24 min","R - 17+ (violence & profanity)",582,380540,3755,38,44,"https://myanimelist.net/anime/16049/Toaru_Kagaku_no_Railgun_S","https://cdn.myanimelist.net/r/50x70/images/anime/7/75610.jpg?s=c411494cff6b2fe4a114ddcb3a3e7f20"
3783,576,"Kara no Kyoukai Movie 3: Tsuukaku Zanryuu","The Garden of Sinners Chapter 3: Remaining Sense of Pain","Kara no Kyoukai: The Garden of Sinners Movie 3, Borderline of Emptiness: Remaining Sense of Pain, The Garden of Sinners: ever cry, never life",8.02,136678,"Movie","Light novel",1,"Finished Airing",2008-02-09,NA,NA,NA,NA,NA,NA,"Notes","Aniplex of America","ufotable","Action, Drama, Mystery, Supernatural, Suspense",NA,NA,"59 min","R+ - Mild Nudity",1024,224362,664,11,12,"https://myanimelist.net/anime/3783/Kara_no_Kyoukai_Movie_3__Tsuukaku_Zanryuu","https://cdn.myanimelist.net/r/50x70/images/anime/4/21735.jpg?s=13ae77906c7b9c7063dbc7798c3cbafc"
34626,577,"Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!","KonoSuba: God's Blessing on This Wonderful World! 2 - God's Blessing on This Wonderful Art!","KonoSuba: God's Blessing on This Wonderful World! Second Season OVA, Kono Subarashii Sekai ni Shukufuku wo! 2 OVA",8.02,217985,"OVA","Light novel",1,"Finished Airing",2017-07-24,NA,NA,NA,NA,NA,NA,"None found, add some","Discotek Media","Studio Deen","Adventure, Comedy, Fantasy","Isekai, Parody, Reincarnation",NA,"28 min","PG-13 - Teens 13 or older",628,358277,730,9,16,"https://myanimelist.net/anime/34626/Kono_Subarashii_Sekai_ni_Shukufuku_wo_2__Kono_Subarashii_Geijutsu_ni_Shukufuku_wo","https://cdn.myanimelist.net/r/50x70/images/anime/1115/98517.jpg?s=1f986ba1c1b3ff8177c65d9ac6021ac5"
9204,578,"Omae Umasou da na","Heart and Yummie","Omae Umasou da na, You Are Umasou",8.02,8038,"Movie","Picture book",1,"Finished Airing",2010-10-16,NA,NA,NA,NA,NA,NA,"TMS Entertainment, MediaNet, Kids Station, Happinet Pictures, Tokyo Theatres","Discotek Media","Ajia-do","Action, Adventure, Fantasy","Anthropomorphic, Childcare","Kids","1 hr 30 min","G - All Ages",4732,19517,175,9,9,"https://myanimelist.net/anime/9204/Omae_Umasou_da_na","https://cdn.myanimelist.net/r/50x70/images/anime/11/27167.jpg?s=e1dfd964c2386c34f30b8c26d571e3e4"
1914,579,"Saiunkoku Monogatari 2nd Season","Tales of Saiunkoku","Saiunmono, Saimono, Saiunkoku Monogatari Dai 2 Series",8.02,17758,"TV","Light novel",39,"Finished Airing",2007-04-07,2008-03-08,48,"Spring","2007","Unknown",NA,"NHK, Sogo Vision",NA,"Madhouse","Adventure, Fantasy, Romance","Historical, Reverse Harem","Shoujo","25 min","PG-13 - Teens 13 or older",3358,40427,199,7,7,"https://myanimelist.net/anime/1914/Saiunkoku_Monogatari_2nd_Season","https://cdn.myanimelist.net/r/50x70/images/anime/5/73277.jpg?s=15cb8600b84b1a8362205bd6b8e9c2e0"
42923,580,"SK∞","SK8 the Infinity","SK Eight, Skate",8.02,270405,"TV","Original",12,"Finished Airing",2021-01-10,2021-04-04,12,"Winter","2021","Sunday","02:00","Aniplex, Movic, ABC Animation","Aniplex of America","Bones",NA,NA,NA,"23 min","PG-13 - Teens 13 or older",393,534827,12770,139,185,"https://myanimelist.net/anime/42923/SK∞","https://cdn.myanimelist.net/r/50x70/images/anime/1549/119195.jpg?s=26aec1dc363556177f1d6cf93cb86213"
