"Unique.IDs","Ranking","Anime.Title","Synonyms","Score","Type","Source","Episode.Count","Status","Aired.from","Aired.to","Season","Release.Year","Broadcast","Producers","Licensors","Studio","Genre","Theme","Demographic","Duration","Rating","Popularity.Ranking","Member.Views","Favorite.Marks","Recommended.Numbers","Total.reviews","Anime.URLs","Picture.URLs"
5114,1,"Fullmetal Alchemist: Brotherhood","Hagane no Renkinjutsushi: Fullmetal Alchemist, Fullmetal Alchemist (2009), FMA, FMAB",9.1,"TV","Manga",64,"Finished Airing","Apr 5, 2009","Jul 4, 2010","Spring","2009","Sundays at 17:00 (JST)","Aniplex, Square Enix, Mainichi Broadcasting System, Studio Moriken","Funimation, Aniplex of America","Bones","Action, Adventure, Drama, Fantasy",NA,"Shounen","24 min. per ep.","R - 17+ (violence & profanity)",3,3231877,220332,895,982,"https://myanimelist.net/anime/5114/Fullmetal_Alchemist__Brotherhood","https://cdn.myanimelist.net/r/50x70/images/anime/1208/94745.jpg?s=7892d01b6c74f1bf945f7a3ff3bb1f6a"
9253,2,"Steins;Gate",NA,9.07,"TV","Visual novel",24,"Finished Airing","Apr 6, 2011","Sep 14, 2011","Spring","2011","Wednesdays at 02:05 (JST)","Frontier Works, Media Factory, Kadokawa Shoten, Movic, AT-X, Kadokawa Pictures Japan, Nitroplus","Funimation","White Fox","Drama, Sci-Fi, Suspense","Psychological, Time Travel",NA,"24 min. per ep.","PG-13 - Teens 13 or older",13,2483814,185434,976,1116,"https://myanimelist.net/anime/9253/Steins_Gate","https://cdn.myanimelist.net/r/50x70/images/anime/1935/127974.jpg?s=cd8506e6d26bad48a78aa985477a55ca"
28977,3,"Gintama°","Gintama' (2015)",9.06,"TV","Manga",51,"Finished Airing","Apr 8, 2015","Mar 30, 2016","Spring","2015","Wednesdays at 18:00 (JST)","TV Tokyo, Aniplex, Dentsu","Funimation, Crunchyroll","Bandai Namco Pictures","Action, Comedy, Sci-Fi","Gag Humor, Historical, Parody, Samurai","Shounen","24 min. per ep.","PG-13 - Teens 13 or older",335,608168,16246,77,81,"https://myanimelist.net/anime/28977/Gintama°","https://cdn.myanimelist.net/r/50x70/images/anime/3/72078.jpg?s=e9537ac90c08758594c787ede117f209"
41467,4,"Bleach: Sennen Kessen-hen","Bleach: Thousand-Year Blood War Arc",9.05,"TV","Manga",13,"Finished Airing","Oct 11, 2022","Dec 27, 2022","Fall","2022","Tuesdays at 00:00 (JST)","TV Tokyo, Aniplex, Dentsu, Shueisha","VIZ Media","Pierrot","Action, Adventure, Fantasy",NA,"Shounen","24 min. per ep.","R - 17+ (violence & profanity)",441,483138,19317,97,123,"https://myanimelist.net/anime/41467/Bleach__Sennen_Kessen-hen","https://cdn.myanimelist.net/r/50x70/images/anime/1908/135431.jpg?s=90ea032d3ed39b3093ec6b6dc6be844f"
38524,5,"Shingeki no Kyojin Season 3 Part 2",NA,9.05,"TV","Manga",10,"Finished Airing","Apr 29, 2019","Jul 1, 2019","Spring","2019","Mondays at 00:10 (JST)","Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Techno Sound, Pony Canyon Enterprises","Funimation","Wit Studio","Action, Drama","Gore, Military, Survival","Shounen","23 min. per ep.","R - 17+ (violence & profanity)",22,2160201,56195,191,211,"https://myanimelist.net/anime/38524/Shingeki_no_Kyojin_Season_3_Part_2","https://cdn.myanimelist.net/r/50x70/images/anime/1517/100633.jpg?s=4540a01b5883647ade494cd28392f100"
9969,6,"Gintama'","Gintama (2011)",9.04,"TV","Manga",51,"Finished Airing","Apr 4, 2011","Mar 26, 2012","Spring","2011","Mondays at 18:00 (JST)","TV Tokyo, Aniplex, Dentsu, Trinity Sound, Miracle Robo, Studio Jack, Shueisha",NA,"Sunrise","Action, Comedy, Sci-Fi","Gag Humor, Historical, Parody, Samurai","Shounen","24 min. per ep.","PG-13 - Teens 13 or older",391,537023,7921,39,41,"https://myanimelist.net/anime/9969/Gintama","https://cdn.myanimelist.net/r/50x70/images/anime/4/50361.jpg?s=b3a061db8c3d42a055d58f9df1f3dac7"
39486,7,"Gintama: The Final",NA,9.04,"Movie","Manga",1,"Finished Airing","Jan 8, 2021",NA,NA,NA,NA,"TV Tokyo, Warner Bros. Japan","Eleven Arts","Bandai Namco Pictures","Action, Comedy, Drama, Sci-Fi","Gag Humor, Historical, Parody, Samurai","Shounen","1 hr. 44 min.","PG-13 - Teens 13 or older",1558,138787,4141,70,75,"https://myanimelist.net/anime/39486/Gintama__The_Final","https://cdn.myanimelist.net/r/50x70/images/anime/1245/116760.jpg?s=8f52d6ff46ef1233eb9fcd542434221c"
11061,8,"Hunter x Hunter (2011)","HxH (2011)",9.04,"TV","Manga",148,"Finished Airing","Oct 2, 2011","Sep 24, 2014","Fall","2011","Sundays at 10:55 (JST)","VAP, Nippon Television Network, Shueisha","VIZ Media","Madhouse","Action, Adventure, Fantasy",NA,"Shounen","23 min. per ep.","PG-13 - Teens 13 or older",10,2715373,203710,756,865,"https://myanimelist.net/anime/11061/Hunter_x_Hunter_2011","https://cdn.myanimelist.net/r/50x70/images/anime/1337/99013.jpg?s=1838e905a0aa3542a009fbcf78000701"
43608,9,"Kaguya-sama wa Kokurasetai: Ultra Romantic","Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen 3rd Season, Kaguya-sama: Love is War Season 3rd Season",9.04,"TV","Manga",13,"Finished Airing","Apr 9, 2022","Jun 25, 2022","Spring","2022","Saturdays at 00:00 (JST)","Aniplex, Mainichi Broadcasting System, Magic Capsule, Shueisha, JR East Marketing & Communications","Aniplex of America","A-1 Pictures","Comedy, Romance",NA,"Seinen","23 min. per ep.","PG-13 - Teens 13 or older",188,860208,30041,204,230,"https://myanimelist.net/anime/43608/Kaguya-sama_wa_Kokurasetai__Ultra_Romantic","https://cdn.myanimelist.net/r/50x70/images/anime/1160/122627.jpg?s=9b41450e9598d10c97fb4eeb7cca3737"
52991,10,"Sousou no Frieren","Frieren at the Funeral",9.04,"TV","Manga",NA,"Currently Airing","Sep 29, 2023","?","Fall","2023","Fridays at 23:00 (JST)","TOHO animation, Shogakukan",NA,"Madhouse","Adventure, Drama, Fantasy",NA,"Shounen","25 min.","PG-13 - Teens 13 or older",1895,106115,748,0,0,"https://myanimelist.net/anime/52991/Sousou_no_Frieren","https://cdn.myanimelist.net/r/50x70/images/anime/1015/138006.jpg?s=09c2f2dec5891d8e8fbb9fa3b23c75b4"
51535,11,"Shingeki no Kyojin: The Final Season - Kanketsu-hen","Shingeki no Kyojin: The Final Season Part 3, Shingeki no Kyojin Season 4, Attack on Titan Season 4",9.03,"Special","Manga",2,"Currently Airing","Mar 4, 2023","Nov 5, 2023",NA,NA,NA,"Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Pony Canyon Enterprises",NA,"MAPPA","Action, Drama, Suspense","Gore, Military, Survival","Shounen","1 hr. 1 min. per ep.","R - 17+ (violence & profanity)",442,482840,10115,65,88,"https://myanimelist.net/anime/51535/Shingeki_no_Kyojin__The_Final_Season_-_Kanketsu-hen","https://cdn.myanimelist.net/r/50x70/images/anime/1279/131078.jpg?s=d6d04a0dcc347ba55e0243b75b0ad5dd"
15417,12,"Gintama': Enchousen","Gintama' (2012), Gintama' Overdrive, Kintama",9.03,"TV","Manga",13,"Finished Airing","Oct 4, 2012","Mar 28, 2013","Fall","2012","Thursdays at 18:00 (JST)","TV Tokyo, Aniplex, Dentsu, Shueisha, Miracle Bus",NA,"Sunrise","Action, Comedy, Sci-Fi","Gag Humor, Historical, Parody, Samurai","Shounen","24 min. per ep.","PG-13 - Teens 13 or older",725,314812,2982,24,24,"https://myanimelist.net/anime/15417/Gintama__Enchousen","https://cdn.myanimelist.net/r/50x70/images/anime/1452/123686.jpg?s=9691ed28cdfeb56ce6881faf2adbf01e"
820,13,"Ginga Eiyuu Densetsu","LoGH, LotGH, Gin'eiden, GinEiDen, Heldensagen Vom Kosmosinsel",9.02,"OVA","Novel",110,"Finished Airing","Jan 8, 1988","Mar 17, 1997",NA,NA,NA,"TV Tokyo, Kitty Films, Tokuma Shoten, Tokuma Japan Communications, Wright Staff","Sentai Filmworks","K-Factory, Kitty Film Mitaka Studio","Drama, Sci-Fi","Adult CastAdult Cast, Military, Space",NA,"26 min. per ep.","R - 17+ (violence & profanity)",738,310743,15893,159,182,"https://myanimelist.net/anime/820/Ginga_Eiyuu_Densetsu","https://cdn.myanimelist.net/r/50x70/images/anime/13/13225.jpg?s=385cedad342e284c5765833ab1cddc1c"
42938,14,"Fruits Basket: The Final","Fruits Basket 3rd Season, Fruits Basket (2019) 3rd Season, Furuba",8.99,"TV","Manga",13,"Finished Airing","Apr 6, 2021","Jun 29, 2021","Spring","2021","Tuesdays at 01:30 (JST)","TV Tokyo, TV Osaka, Nihon Ad Systems, Hakusensha, Avex Pictures, TMS Music, 8PAN","Funimation","TMS Entertainment","Drama, Romance, Supernatural",NA,"Shoujo","23 min. per ep.","PG-13 - Teens 13 or older",479,447880,19333,135,160,"https://myanimelist.net/anime/42938/Fruits_Basket__The_Final","https://cdn.myanimelist.net/r/50x70/images/anime/1085/114792.jpg?s=bb4303c0804c9d5ca9fcb30b8f8e6783"
34096,15,"Gintama.","Gintama (2017)",8.98,"TV","Manga",12,"Finished Airing","Jan 9, 2017","Mar 27, 2017","Winter","2017","Mondays at 01:35 (JST)","TV Tokyo, Aniplex, Dentsu, Shueisha",NA,"Bandai Namco Pictures","Action, Comedy, Sci-Fi","Gag Humor, Historical, Parody, Samurai","Shounen","24 min. per ep.","PG-13 - Teens 13 or older",753,303736,2673,23,27,"https://myanimelist.net/anime/34096/Gintama","https://cdn.myanimelist.net/r/50x70/images/anime/3/83528.jpg?s=948f092dd55fb2572f38a0e21f03b642"
53998,16,"Bleach: Sennen Kessen-hen - Ketsubetsu-tan","Bleach: Thousand-Year Blood War Arc",8.95,"TV","Manga",13,"Currently Airing","Jul 8, 2023","Sep 30, 2023","Summer","2023","Saturdays at 23:00 (JST)","TV Tokyo, Aniplex, Dentsu, Shueisha, Zack Promotion",NA,"Pierrot","Action, Adventure, Fantasy",NA,"Shounen","24 min. per ep.","R - 17+ (violence & profanity)",1168,194632,3090,6,10,"https://myanimelist.net/anime/53998/Bleach__Sennen_Kessen-hen_-_Ketsubetsu-tan","https://cdn.myanimelist.net/r/50x70/images/anime/1164/138058.jpg?s=101a025f33ee0575a6a5a5e500e3d3c6"
918,17,"Gintama","Gin Tama, Silver Soul, Yorinuki Gintama-san",8.94,"TV","Manga",201,"Finished Airing","Apr 4, 2006","Mar 25, 2010","Spring","2006","Thursdays at 18:00 (JST)","TV Tokyo, Aniplex, Dentsu, Trinity Sound, Audio Highs, Miracle Robo, Shueisha","Sentai Filmworks, Crunchyroll","Sunrise","Action, Comedy, Sci-Fi","Gag Humor, Historical, Parody, Samurai","Shounen","24 min. per ep.","PG-13 - Teens 13 or older",139,1038200,58308,261,279,"https://myanimelist.net/anime/918/Gintama","https://cdn.myanimelist.net/r/50x70/images/anime/10/73274.jpg?s=ed42453c10ba12b03b1600d02725a174"
28851,18,"Koe no Katachi","The Shape of Voice",8.94,"Movie","Manga",1,"Finished Airing","Sep 17, 2016",NA,NA,NA,NA,"Shochiku, Pony Canyon, Kodansha, ABC Animation, Quaras","Eleven Arts, NYAV Post","Kyoto Animation","Award Winning, Drama",NA,"Shounen","2 hr. 10 min.","PG-13 - Teens 13 or older",20,2239423,84829,593,700,"https://myanimelist.net/anime/28851/Koe_no_Katachi","https://cdn.myanimelist.net/r/50x70/images/anime/1122/96435.jpg?s=56d2750d600af93a5d326daec7748cae"
35180,19,"3-gatsu no Lion 2nd Season","Sangatsu no Lion Second Season",8.93,"TV","Manga",22,"Finished Airing","Oct 14, 2017","Mar 31, 2018","Fall","2017","Saturdays at 23:00 (JST)","Aniplex, Dentsu, NHK, Hakusensha, Asmik Ace, Toy's Factory","Aniplex of America","Shaft",NA,"Childcare, Iyashikei, Strategy Game","Seinen","25 min. per ep.","PG-13 - Teens 13 or older",559,390007,14927,113,126,"https://myanimelist.net/anime/35180/3-gatsu_no_Lion_2nd_Season","https://cdn.myanimelist.net/r/50x70/images/anime/3/88469.jpg?s=becfbf556902bc3501e06a07354b9d76"
4181,20,"Clannad: After Story",NA,8.93,"TV","Visual novel",24,"Finished Airing","Oct 3, 2008","Mar 27, 2009","Fall","2008","Fridays at 01:59 (JST)","Pony Canyon, TBS, Rakuonsha, Animation Do","Sentai Filmworks","Kyoto Animation","Drama, Romance, Supernatural",NA,NA,"24 min. per ep.","PG-13 - Teens 13 or older",117,1164688,69441,619,679,"https://myanimelist.net/anime/4181/Clannad__After_Story","https://cdn.myanimelist.net/r/50x70/images/anime/1299/110774.jpg?s=fcd9db2cfd72c10a2278f483173cfff9"
2904,21,"Code Geass: Hangyaku no Lelouch R2","Code Geass: Hangyaku no Lelouch 2nd Season, Code Geass: Hangyaku no Lelouch Second Season",8.91,"TV","Original",25,"Finished Airing","Apr 6, 2008","Sep 28, 2008","Spring","2008","Sundays at 17:00 (JST)","Bandai Visual, Mainichi Broadcasting System, Bandai, Bandai Namco Entertainment, Hakuhodo DY Media Partners","Funimation, Bandai Entertainment","Sunrise","Action, Award Winning, Drama, Sci-Fi","Mecha, Military, Super Power",NA,"24 min. per ep.","R - 17+ (violence & profanity)",47,1727338,75378,340,397,"https://myanimelist.net/anime/2904/Code_Geass__Hangyaku_no_Lelouch_R2","https://cdn.myanimelist.net/r/50x70/images/anime/1088/135089.jpg?s=8228f599281b29c489dfc5a0a5761d0f"
15335,22,"Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare","Gintama: The Final Chapter - Be Forever Yorozuya, Gintama Movie 2",8.91,"Movie","Manga",1,"Finished Airing","Jul 6, 2013",NA,NA,NA,NA,"TV Tokyo, Aniplex, Dentsu, Bandai, Warner Bros. Japan, Shueisha",NA,"Sunrise","Action, Comedy, Sci-Fi","Gag Humor, Historical, Parody, Samurai, Time Travel","Shounen","1 hr. 50 min.","PG-13 - Teens 13 or older",988,233423,2092,40,43,"https://myanimelist.net/anime/15335/Gintama_Movie_2__Kanketsu-hen_-_Yorozuya_yo_Eien_Nare","https://cdn.myanimelist.net/r/50x70/images/anime/10/51723.jpg?s=27cd24446486572fb64c42a689d38902"
37987,23,"Violet Evergarden Movie","Gekijouban Violet Evergarden",8.89,"Movie","Light novel",1,"Finished Airing","Sep 18, 2020",NA,NA,NA,NA,"Shochiku, ABC Animation","Funimation","Kyoto Animation","Award Winning, Drama, Fantasy",NA,NA,"2 hr. 20 min.","PG-13 - Teens 13 or older",365,569448,8408,167,211,"https://myanimelist.net/anime/37987/Violet_Evergarden_Movie","https://cdn.myanimelist.net/r/50x70/images/anime/1825/110716.jpg?s=3ad8359182d0b47905f28d0a68683171"
37491,24,"Gintama.: Shirogane no Tamashii-hen - Kouhan-sen","Gintama.: Silver Soul Arc 2",8.88,"TV","Manga",14,"Finished Airing","Jul 9, 2018","Oct 8, 2018","Summer","2018","Mondays at 01:35 (JST)","TV Tokyo, Aniplex, Dentsu, Shueisha",NA,"Bandai Namco Pictures","Action, Comedy, Sci-Fi","Gag Humor, Historical, Parody, Samurai","Shounen","24 min. per ep.","PG-13 - Teens 13 or older",1192,190330,1023,13,19,"https://myanimelist.net/anime/37491/Gintama__Shirogane_no_Tamashii-hen_-_Kouhan-sen","https://cdn.myanimelist.net/r/50x70/images/anime/1776/96566.jpg?s=e1aed468f049dd9444375e9149d33d65"
35247,25,"Owarimonogatari 2nd Season","End Story 2nd Season",8.88,"TV","Light novel",7,"Finished Airing","Aug 12, 2017","Aug 13, 2017","Summer","2017","Not scheduled once per week","Aniplex, Kodansha","Aniplex of America","Shaft","Comedy, Mystery, Supernatural",NA,NA,"22 min. per ep.","R - 17+ (violence & profanity)",567,386914,8515,52,55,"https://myanimelist.net/anime/35247/Owarimonogatari_2nd_Season","https://cdn.myanimelist.net/r/50x70/images/anime/6/87322.jpg?s=3e60507a4b6016d83e7433aa4cb7853e"
19,26,"Monster",NA,8.87,"TV","Manga",74,"Finished Airing","Apr 7, 2004","Sep 28, 2005","Spring","2004","Wednesdays at 00:40 (JST)","VAP, Shogakukan-Shueisha Productions, Nippon Television Network","VIZ Media","Madhouse","Drama, Mystery, Suspense","Adult CastAdult Cast, Psychological","Seinen","24 min. per ep.","R+ - Mild Nudity",137,1050398,49400,371,439,"https://myanimelist.net/anime/19/Monster","https://cdn.myanimelist.net/r/50x70/images/anime/10/18793.jpg?s=08c4f10a101c3835eeb14ca0715512bd"
32281,27,"Kimi no Na wa.",NA,8.84,"Movie","Original",1,"Finished Airing","Aug 26, 2016",NA,NA,NA,NA,"TOHO, Sound Team Don Juan, Amuse, JR East Marketing & Communications, Kadokawa, voque ting","Funimation, NYAV Post","CoMix Wave Films","Award Winning, Drama, Supernatural",NA,NA,"1 hr. 46 min.","PG-13 - Teens 13 or older",11,2647229,88412,806,946,"https://myanimelist.net/anime/32281/Kimi_no_Na_wa","https://cdn.myanimelist.net/r/50x70/images/anime/5/87048.jpg?s=2bca128fcb9dfd6d0908f3d9986576c6"
45649,28,"The First Slam Dunk",NA,8.83,"Movie","Manga",1,"Finished Airing","Dec 3, 2022",NA,NA,NA,NA,"Shueisha","GKIDS","Toei Animation, DandeLion Animation Studio","Award Winning, Sports","School, Team Sports","Shounen","2 hr. 4 min.","PG-13 - Teens 13 or older",3951,28982,381,19,24,"https://myanimelist.net/anime/45649/The_First_Slam_Dunk","https://cdn.myanimelist.net/r/50x70/images/anime/1745/129284.jpg?s=0a4aa56dd7a19b280e4cdd09aaad81a6"
52198,29,"Kaguya-sama wa Kokurasetai: First Kiss wa Owaranai",NA,8.83,"Movie","Manga",1,"Finished Airing","Dec 17, 2022",NA,NA,NA,NA,"Aniplex, Mainichi Broadcasting System, Shueisha, JR East Marketing & Communications","Aniplex of America","A-1 Pictures","Comedy, Drama, Romance",NA,"Seinen","1 hr. 36 min.","PG-13 - Teens 13 or older",1086,212055,1549,44,54,"https://myanimelist.net/anime/52198/Kaguya-sama_wa_Kokurasetai__First_Kiss_wa_Owaranai","https://cdn.myanimelist.net/r/50x70/images/anime/1670/130060.jpg?s=d6b458f3a59a4c5ae4a2ee526feb690f"
47917,30,"Bocchi the Rock!",NA,8.82,"TV","4-koma manga",12,"Finished Airing","Oct 9, 2022","Dec 25, 2022","Fall","2022","Sundays at 00:00 (JST)","Aniplex, Houbunsha",NA,"CloverWorks",NA,"CGDCT, Music",NA,"23 min. per ep.","PG-13 - Teens 13 or older",447,476841,23294,294,345,"https://myanimelist.net/anime/47917/Bocchi_the_Rock","https://cdn.myanimelist.net/r/50x70/images/anime/1448/127956.jpg?s=81e0f14a54c27c6d8046fced1a046f28"
51009,31,"Jujutsu Kaisen 2nd Season","Jujutsu Kaisen: Kaigyoku Gyokusetsu, Jujutsu Kaisen: Shibuya Jihen, Sorcery Fight, JJK",8.82,"TV","Manga",23,"Currently Airing","Jul 6, 2023","?","Summer","2023","Thursdays at 23:56 (JST)","Mainichi Broadcasting System, TOHO animation, Shueisha, dugout, Sumzap",NA,"MAPPA","Action, Fantasy",NA,"Shounen","23 min. per ep.","R - 17+ (violence & profanity)",342,598949,9354,24,37,"https://myanimelist.net/anime/51009/Jujutsu_Kaisen_2nd_Season","https://cdn.myanimelist.net/r/50x70/images/anime/1792/138022.jpg?s=1f89c1e9b9bf47ab767f075edf5d313f"
36838,32,"Gintama.: Shirogane no Tamashii-hen",NA,8.81,"TV","Manga",12,"Finished Airing","Jan 8, 2018","Mar 26, 2018","Winter","2018","Mondays at 01:35 (JST)","TV Tokyo, Aniplex, Dentsu, Shueisha",NA,"Bandai Namco Pictures","Action, Comedy, Sci-Fi","Gag Humor, Historical, Parody, Samurai","Shounen","24 min. per ep.","PG-13 - Teens 13 or older",1125,204644,1140,16,21,"https://myanimelist.net/anime/36838/Gintama__Shirogane_no_Tamashii-hen","https://cdn.myanimelist.net/r/50x70/images/anime/12/89603.jpg?s=635cb89402d5d39f43767f3942e91206"
40682,33,"Kingdom 3rd Season",NA,8.81,"TV","Manga",26,"Finished Airing","Apr 6, 2020","Oct 17, 2021","Spring","2020","Mondays at 00:10 (JST)","Shueisha","Funimation","Pierrot, Studio Signpost",NA,"Historical, Military","Seinen","25 min. per ep.","R - 17+ (violence & profanity)",2058,94455,1917,20,22,"https://myanimelist.net/anime/40682/Kingdom_3rd_Season","https://cdn.myanimelist.net/r/50x70/images/anime/1443/111830.jpg?s=a67f547ff56d05b36123d793df962b45"
49387,34,"Vinland Saga Season 2",NA,8.81,"TV","Manga",24,"Finished Airing","Jan 10, 2023","Jun 20, 2023","Winter","2023","Tuesdays at 00:30 (JST)","Dentsu, Kodansha, Twin Engine",NA,"MAPPA","Action, Adventure, Drama","Gore, Historical","Seinen","25 min. per ep.","R - 17+ (violence & profanity)",414,509035,10826,126,186,"https://myanimelist.net/anime/49387/Vinland_Saga_Season_2","https://cdn.myanimelist.net/r/50x70/images/anime/1170/124312.jpg?s=ea717ad18c8bf0f21078491e981e97a1"
37510,35,"Mob Psycho 100 II","Mob Psycho 100 2nd Season, Mob Psycho Hyaku, Mob Psycho One Hundred",8.8,"TV","Web manga",13,"Finished Airing","Jan 7, 2019","Apr 1, 2019","Winter","2019","Mondays at 23:00 (JST)","Warner Bros. Japan, KlockWorx, BS Fuji, Hakuhodo DY Music & Pictures, Shogakukan","Funimation","Bones","Action, Comedy, Supernatural",NA,NA,"24 min. per ep.","PG-13 - Teens 13 or older",74,1466087,31844,172,192,"https://myanimelist.net/anime/37510/Mob_Psycho_100_II","https://cdn.myanimelist.net/r/50x70/images/anime/1918/96303.jpg?s=b5b51cff7ba201e4f1acf37f4f44e224"
31758,36,"Kizumonogatari III: Reiketsu-hen","Koyomi Vamp",8.79,"Movie","Light novel",1,"Finished Airing","Jan 6, 2017",NA,NA,NA,NA,"Aniplex, Kodansha","Aniplex of America","Shaft","Action, Mystery, Supernatural",NA,NA,"1 hr. 23 min.","R - 17+ (violence & profanity)",481,447589,7296,41,47,"https://myanimelist.net/anime/31758/Kizumonogatari_III__Reiketsu-hen","https://cdn.myanimelist.net/r/50x70/images/anime/1084/112813.jpg?s=db4fcf9c5e229584ca1b04bcebe2c3dc"
40028,37,"Shingeki no Kyojin: The Final Season","Shingeki no Kyojin Season 4, Attack on Titan Season 4",8.79,"TV","Manga",16,"Finished Airing","Dec 7, 2020","Mar 29, 2021","Winter","2021","Mondays at 00:10 (JST)","Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Techno Sound, Pony Canyon Enterprises","Funimation","MAPPA","Action, Drama","Gore, Military, Survival","Shounen","23 min. per ep.","R - 17+ (violence & profanity)",40,1893996,51667,303,392,"https://myanimelist.net/anime/40028/Shingeki_no_Kyojin__The_Final_Season","https://cdn.myanimelist.net/r/50x70/images/anime/1000/110531.jpg?s=3df5ebb6800604dc04c6a6187dd7161b"
47778,38,"Kimetsu no Yaiba: Yuukaku-hen",NA,8.78,"TV","Manga",11,"Finished Airing","Dec 5, 2021","Feb 13, 2022","Winter","2022","Sundays at 23:15 (JST)","Aniplex, Shueisha","Aniplex of America, Crunchyroll","ufotable","Action, Fantasy",NA,"Shounen","26 min. per ep.","R - 17+ (violence & profanity)",95,1316274,24015,191,267,"https://myanimelist.net/anime/47778/Kimetsu_no_Yaiba__Yuukaku-hen","https://cdn.myanimelist.net/r/50x70/images/anime/1908/120036.jpg?s=34065463bac342e6efe8bfdbed5d24de"
199,39,"Sen to Chihiro no Kamikakushi","Sen and Chihiro's Spiriting Away",8.78,"Movie","Original",1,"Finished Airing","Jul 20, 2001",NA,NA,NA,NA,"Dentsu, TOHO, Tokuma Shoten, Tohokushinsha Film Corporation, Nippon Television Network, Mitsubishi","Disney Platform Distribution, GKIDS","Studio Ghibli","Adventure, Award Winning, Supernatural",NA,NA,"2 hr. 4 min.","PG - Children",44,1793057,31783,223,251,"https://myanimelist.net/anime/199/Sen_to_Chihiro_no_Kamikakushi","https://cdn.myanimelist.net/r/50x70/images/anime/6/79597.jpg?s=1f170071bc9a54ce2ba3c0d8c7aa6927"
32935,40,"Haikyuu!! Karasuno Koukou vs. Shiratorizawa Gakuen Koukou","Haikyuu!! Third Season, Haikyuu!! Karasuno High VS Shiratorizawa Academy",8.78,"TV","Manga",10,"Finished Airing","Oct 8, 2016","Dec 10, 2016","Fall","2016","Saturdays at 01:55 (JST)","Dentsu, Mainichi Broadcasting System, Movic, Sony Music Entertainment, TOHO animation, Shueisha","Sentai Filmworks","Production I.G",NA,"School, Team Sports","Shounen","24 min. per ep.","PG-13 - Teens 13 or older",118,1162378,15274,70,73,"https://myanimelist.net/anime/32935/Haikyuu_Karasuno_Koukou_vs_Shiratorizawa_Gakuen_Koukou","https://cdn.myanimelist.net/r/50x70/images/anime/7/81992.jpg?s=6d977383e0b5dc1ba1c122213178e547"
52034,41,"""Oshi no Ko""","My Star",8.77,"TV","Manga",11,"Finished Airing","Apr 12, 2023","Jun 28, 2023","Spring","2023","Wednesdays at 23:00 (JST)","Shueisha, CyberAgent, Kadokawa","Sentai Filmworks","Doga Kobo","Drama, Supernatural","Reincarnation, Showbiz","Seinen","30 min. per ep.","PG-13 - Teens 13 or older",292,664949,25453,191,298,"https://myanimelist.net/anime/52034/Oshi_no_Ko","https://cdn.myanimelist.net/r/50x70/images/anime/1812/134736.jpg?s=01b78ed332b657214ffb3bae89bdcd31"
17074,42,"Monogatari Series: Second Season","Nekomonogatari: Shiro, Kabukimonogatari, Otorimonogatari, Onimonogatari, Koimonogatari",8.77,"TV","Light novel",26,"Finished Airing","Jul 7, 2013","Dec 29, 2013","Summer","2013","Sundays at 00:00 (JST)","Aniplex, Kodansha, Cyclone Graphics","Aniplex of America","Shaft","Comedy, Mystery, Romance, Supernatural",NA,NA,"25 min. per ep.","R - 17+ (violence & profanity)",298,655216,23193,79,85,"https://myanimelist.net/anime/17074/Monogatari_Series__Second_Season","https://cdn.myanimelist.net/r/50x70/images/anime/1807/121534.jpg?s=2f42455822fc348ba1fd6c50e94fcce1"
48583,43,"Shingeki no Kyojin: The Final Season Part 2","Shingeki no Kyojin Season 4, Attack on Titan Season 4",8.77,"TV","Manga",12,"Finished Airing","Jan 10, 2022","Apr 4, 2022","Winter","2022","Mondays at 00:05 (JST)","Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Pony Canyon Enterprises",NA,"MAPPA","Action, Drama","Gore, Military, Survival","Shounen","23 min. per ep.","R - 17+ (violence & profanity)",113,1181183,29511,123,178,"https://myanimelist.net/anime/48583/Shingeki_no_Kyojin__The_Final_Season_Part_2","https://cdn.myanimelist.net/r/50x70/images/anime/1948/120625.jpg?s=53584a9c479506f8c779fb38b02d1a6d"
263,44,"Hajime no Ippo","The First Step, Hajime no Ippo: The Fighting",8.76,"TV","Manga",75,"Finished Airing","Oct 4, 2000","Mar 27, 2002","Fall","2000","Tuesdays at 00:50 (JST)","VAP","Discotek Media, Geneon Entertainment USA","Madhouse",NA,NA,"Shounen","23 min. per ep.","PG-13 - Teens 13 or older",370,562475,20840,166,171,"https://myanimelist.net/anime/263/Hajime_no_Ippo","https://cdn.myanimelist.net/r/50x70/images/anime/4/86334.jpg?s=4b3096d30158e251d87c196e56c04e63"
